ID_Colegio,Institucion,Municipio,Etapa,Tipo,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e4,Logros,Neuroeducación,Neurofitness,Estrategias de Abordaje,Emociones,Práctica Pedagógica
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e4,Retos,Integración Neurociencia,Clima Laboral,Motivación Estudiantil,Gestión Emocional,Prácticas Pedagógicas
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e4,Sugerencias,Seguimiento,Acompañamiento Docente,Formación Continua,Planeación,Proceso de Sistematización
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e6,Logros,Modelo Pedagógico,Tensiones Pedagógicas,Diseño Curricular,Seguimiento y Monitoreo,Calidad de la Educación
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e6,Retos,Mejoramiento Institucional,Acompañamiento Experiencial,Propuestas pedagógicas integradas,Participación Familiar,Planeaciones pertinentes
225281000219,INSTITUCIÓN EDUCATIVA ALFONSO PABÓN PABÓN,FOSCA,e6,Sugerencias,Planeaciones de Clase,Acompañamiento docente,Estrategias activas,Trabajo colaborativo docente,Educación contextualizada
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e2,Logros,Planeación Curricular,Reflexión Pedagógica,Evaluación,Ajustes a Planes de Aula,Microcurrículo
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e2,Retos,Flexibilización Curricular,Micro Currículo,Apoyo Docente,Difusión de Buenas Prácticas,Motivación Docente
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e2,Sugerencias,Reconocimiento del contexto,Plan de acompañamiento,Diagnóstico,Inclusión y Diversidad,Herramienta de Seguimiento
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e3,Logros,Investigación Pedagógica,Trabajo Colaborativo,Planeación y Evaluación,Reflexión Pedagógica,Mejora de Prácticas
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e3,Retos,Planeación,Reflexión Colaborativa,Acompañamiento Docente,Proyectos Colaborativos,Estrategias de Mejora
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e3,Sugerencias,Sugerencias de Cambio,Calidad Educativa,Espacios de Diálogo,Mejora de Prácticas,Innovación Didáctica
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e4,Logros,Neurociencias,Emociones,Reducción de estrés,Práctica Docente,Neuroeducación
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e4,Retos,Modelo pedagógico,Implementación en el aula,Clima Laboral,Motivación Estudiantil,Conectividad
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e4,Sugerencias,Neurociencias,Seguimiento,Acompañamiento Docente,Buenas Prácticas,Comunidades de Aprendizaje
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e6,Logros,Modelo Pedagógico,Prácticas de Enseñanza,Diseño Curricular,Actividades Activas,Transformación Pedagógica
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e6,Retos,Modelo Magistral,Lineamientos Institucionales,Propuestas pedagógicas integradas,Acompañamiento Experiencial,Planeaciones pertinentes
125281000303,INSTITUCIÓN EDUCATIVA DESARROLLO RURAL,FOSCA,e6,Sugerencias,Interdisciplinariedad,Formación activa,Acompañamiento docente,Mejora Continua,Documentación de buenas prácticas
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e2,Logros,Modelo Pedagógico,Planeación Curricular,Implementación,Evaluación,Coherencia Curricular
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e2,Retos,Modelo Pedagógico,Espacios Pedagógicos,Planeación Educativa,Implementación de Recursos,Evaluación Educativa
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e2,Sugerencias,Transversalización,Articulación Curricular,Plan de acompañamiento,Jornada Única,Herramienta de Seguimiento
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e3,Logros,Trabajo Colaborativo,Investigación Pedagógica,Reflexión Pedagógica,Fortalecimiento Docente,Planeación y Evaluación
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e3,Retos,Planeación,Evaluación,Enfoque EPC,Proyectos Colaborativos,Reflexión Crítica
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e3,Sugerencias,Calidad Educativa,Planeación Unificada,Capacitación Docente,Mejora de Prácticas,Sugerencias de Cambio
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e4,Logros,Neurociencias,Aprendizaje,Neuroeducación,Práctica Docente,Teoría del cerebro triuno
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e4,Retos,Estilos de aprendizaje,Inteligencias múltiples,Estrategias Pedagógicas,Formación Docente,Implementación en el aula
125281000249,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MARÍA MEDINA,FOSCA,e4,Sugerencias,Implementación,Seguimiento,Acompañamiento Docente,Formación Continua,Buenas Prácticas
125288000252,IED NACIONALIZADO,FÚQUENE,e5,Logros,Enfoque Pedagógico,PEI,Trabajo en equipo,Implementación Pedagógica,Proyectos Institucionales
125288000252,IED NACIONALIZADO,FÚQUENE,e5,Retos,Trabajo en Equipo,Enfoque Pedagógico,Liderazgo Pedagógico,Estrategias de Evaluación,Inteligencias Múltiples
125288000252,IED NACIONALIZADO,FÚQUENE,e5,Sugerencias,Modelo Pedagógico,Programación de Actividades,Capacitación Docente,Ajustes Documentales,Comunicación de Objetivos
125288000252,IED NACIONALIZADO,FÚQUENE,e6,Logros,Modelo Pedagógico,Estándares Académicos,Planificación Institucional,Gestión del Tiempo,Aprendizaje Significativo
125288000252,IED NACIONALIZADO,FÚQUENE,e6,Retos,Motivación,Deserción estudiantil,Acompañamiento Experiencial,Mejoramiento Institucional,Propuestas pedagógicas integradas
125288000252,IED NACIONALIZADO,FÚQUENE,e6,Sugerencias,Acompañamiento docente,Formación contextualizada,Apoyo externo,Mejora Continua,Estrategias de formación activa
225293000222,IERD BOCADEMONTE,GACHALA,e5,Logros,Modelo Pedagógico,PEI,Acompañamiento Docente,Cambio de Prácticas,Mejoramiento en pruebas
225293000222,IERD BOCADEMONTE,GACHALA,e5,Retos,Implementación del Modelo,Diagnóstico Educativo,Estrategias Activas,Planeaciones 2025,Evaluación de Impacto
225293000222,IERD BOCADEMONTE,GACHALA,e5,Sugerencias,Participación Comunitaria,Estrategias de Enseñanza,Comunicación de Objetivos,Trabajo en Equipo,Aprendizaje Significativo
225293000222,IERD BOCADEMONTE,GACHALA,e6,Logros,Modelo Pedagógico,Tensiones Pedagógicas,Diseño Curricular,Seguimiento y Monitoreo,Calidad de la Educación
225293000222,IERD BOCADEMONTE,GACHALA,e6,Retos,Acompañamiento Experiencial,Articulación entre áreas,Planeaciones pertinentes,Conectividad,Participación Familiar
225293000222,IERD BOCADEMONTE,GACHALA,e6,Sugerencias,Capacitación docente,Evaluación formativa,Análisis de realidad,Mejora continua,Seguimiento de compromisos
225293000362,IED MURCA,GACHALA,e5,Logros,Reflexión Directiva,Modelo Pedagógico,Comunicación Asertiva,Ajuste Documental,Implementación Pedagógica
225293000362,IED MURCA,GACHALA,e5,Retos,Trabajo Reflexivo,Aprendizaje Significativo,Modelo Pedagógico,Estrategias Activas,Evaluación de Impacto
225293000362,IED MURCA,GACHALA,e5,Sugerencias,Modelo Pedagógico,Participación Comunitaria,Estrategias de Enseñanza,Adaptación curricular,Comunicación de Objetivos
225293000362,IED MURCA,GACHALA,e6,Logros,Participación institucional,Reflexión,Formación Continua,Prácticas de Enseñanza,Modelo Pedagógico
225293000362,IED MURCA,GACHALA,e6,Retos,Planeaciones Coherentes,Modelo Magistral,Tecnología educativa,Evaluación formativa,Trabajo en equipo
225293000362,IED MURCA,GACHALA,e6,Sugerencias,Acompañamiento docente,Planeaciones de Clase,Estrategias activas,Mejora Continua,Apoyo externo
125295000110,IED PBRO. CARLOS GARAVITO A.,GACHANCIPÁ,e5,Logros,Cambio de Prácticas,Implementación Pedagógica,Trabajo en equipo,Ajuste Documental,Coherencia en Planeaciones
125295000110,IED PBRO. CARLOS GARAVITO A.,GACHANCIPÁ,e5,Retos,Implementación del Modelo,Trabajo Reflexivo,Estrategias Activas,Desarticulación SENA,Desconocimiento del PEI
125295000110,IED PBRO. CARLOS GARAVITO A.,GACHANCIPÁ,e5,Sugerencias,Modelo Pedagógico,Capacitación Docente,Estrategias de Enseñanza,Trabajo en Equipo,Adaptación curricular
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e1,Logros,Alineación del modelo pedagógico,Reflexión sobre Prácticas,Modelo Híbrido,Aprendizaje significativo,Postprimaria rural
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e1,Retos,Ajustes Documentales,Modelo Pedagógico,Coherencia Educativa,Gestión Pedagógica,Reflexión Pedagógica
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e2,Logros,Modelo Pedagógico,Planeación Curricular,Evaluación,Práctica de Enseñanza,Contexto Educativo
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e2,Retos,Modelo Pedagógico,Espacios Pedagógicos,Reflexión sobre Práctica,Planeación Educativa,Estrategias de Éxito
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e2,Sugerencias,Transversalización,Coherencia Curricular,Evaluación,Plan de acompañamiento,Herramienta de Seguimiento
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e3,Logros,Práctica Reflexiva,Trabajo Colaborativo,Motivación Estudiantil,Fortalecimiento Docente,Acercamiento Familiar
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e3,Retos,Planeación,Reflexión Crítica,Acompañamiento Docente,Proyectos Colaborativos,Aprendizaje Significativo
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e3,Sugerencias,Espacios de Diálogo,Mejora de Prácticas,Recursos Didácticos,Trabajo por Proyectos,Pensamiento Crítico
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e4,Logros,Neurociencias,Regulación de emociones,Curiosidad,Habilidades Sociales,Estrategias de Abordaje
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e4,Retos,Integración Neurociencia,Prácticas Pedagógicas,Análisis del Entorno,Potencialización de Aprendizajes,Rutas de Acción
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e4,Sugerencias,Clima emocional positivo,Competencias Socioemocionales,Seguridad Emocional,Desarrollo Cognitivo,Acompañamiento Docente
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e6,Logros,Reflexión,Desconexiones,Estándares Académicos,Diseño Curricular,Tensiones Pedagógicas
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e6,Retos,Acompañamiento Experiencial,Modelo Magistral,Planeaciones Coherentes,Deserción estudiantil,Evaluación Calificativa
225297000529,IED AGROPECUARIO PILOTO,GACHETÁ,e6,Sugerencias,Planeaciones de Clase,Evaluación formativa,Trabajo colaborativo docente,Estrategias activas,Mejora Continua
225754000076,IED GUSTAVO URIBE RAMIREZ,GRANADA,e5,Logros,Modelo Pedagógico,Estrategias Activas,Acompañamiento Docente,Ajuste Documental,Análisis de Resultados
225754000076,IED GUSTAVO URIBE RAMIREZ,GRANADA,e5,Retos,Ajustes Documentales,Currículo Agrícola,Evaluación de Impacto,Modelo Pedagógico,Organización Curricular
225754000076,IED GUSTAVO URIBE RAMIREZ,GRANADA,e5,Sugerencias,Modelo Pedagógico,Estrategias de Enseñanza,Diagnóstico de necesidades,Adaptación curricular,Participación Comunitaria
125317000232,IED EL CARMEN,GUACHETÁ,e5,Logros,Modelo Pedagógico,Trabajo en equipo,Comunicación Asertiva,Reflexión Directiva,Calidad Educativa
125317000232,IED EL CARMEN,GUACHETÁ,e5,Retos,Implementación del Modelo,Estrategias Activas,Trabajo Reflexivo,Evaluación de Impacto,Compromiso Docente
125317000232,IED EL CARMEN,GUACHETÁ,e5,Sugerencias,Modelo Pedagógico,Capacitación Docente,Estrategias de Enseñanza,Metas de Gestión,Fortalecimiento de Equipo
125317000232,IED EL CARMEN,GUACHETÁ,e6,Logros,Modelo Pedagógico,Desconexiones,Estándares Académicos,Seguimiento y Monitoreo,Formación Continua
125317000232,IED EL CARMEN,GUACHETÁ,e6,Retos,Acompañamiento Experiencial,Modelo Magistral,Participación Familiar,Evaluación Calificativa,Motivación
125317000232,IED EL CARMEN,GUACHETÁ,e6,Sugerencias,Acompañamiento docente,Evaluación formativa,Trabajo colaborativo docente,Estrategias activas,Educación contextualizada
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e5,Logros,Reflexión Directiva,Acompañamiento Docente,Proyección de Vida,Análisis de Resultados,Experiencias Significativas
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e5,Retos,Modelo Pedagógico,Trabajo Reflexivo,Estrategias Activas,Ajustes Documentales,Investigación Colaborativa
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e5,Sugerencias,Clima Laboral,Modelo Pedagógico,Participación Comunitaria,Estrategias de Enseñanza,Comunicación de Objetivos
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e6,Logros,Modelo Pedagógico,Cambio Metodológico,Reflexión,Participación institucional,Clima escolar
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e6,Retos,Trabajo en equipo,Tecnología educativa,Evaluación formativa,Articulación entre áreas,Mejoramiento Institucional
325317000240,IED NUESTRA SEÑORA DEL TRANSITO,GUACHETÁ,e6,Sugerencias,Mejora Continua,Acompañamiento docente,Evaluación formativa,Capacitación,Desescolarización
225317000172,IERD MIÑA Y TICHA,GUACHETÁ,e6,Logros,Modelo Pedagógico,Liderazgo,Calidad de la Educación,Estándares Académicos,Diseño Curricular
225317000172,IERD MIÑA Y TICHA,GUACHETÁ,e6,Retos,Acompañamiento Experiencial,Articulación entre áreas,Planeaciones pertinentes,Conectividad,Participación Familiar
225317000172,IERD MIÑA Y TICHA,GUACHETÁ,e6,Sugerencias,Modelo pedagógico,Evaluación formativa,Acompañamiento docente,Mejora Continua,Gestión del tiempo
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e1,Logros,Evaluación,Ajuste de Modelo,Mejora Continua,Flexibilidad de Aprendizaje,Diseño de Instrumentos
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e1,Retos,Evaluación,Comprensión Lectora,Competencias,Diseño de Estrategias,Gestión Pedagógica
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e2,Logros,Evaluación,Instrumentos de Evaluación,Implementación,Planeación Curricular,Socialización de Criterios
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e2,Retos,Evaluación Educativa,Apoyo Docente,Implementación de Recursos,Revisión Documental,Ajustes Pedagógicos
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e2,Sugerencias,Participación Estudiantil,Actividades Significativas,Modelo Pedagógico,Herramienta de Seguimiento,Diagnóstico
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e3,Logros,Reflexión Sistemática,Autoevaluación,Práctica Reflexiva,Flexibilidad Metacognitiva,Niveles de Reflexión
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e3,Retos,Apropiación del modelo,Evaluación,Proyectos Interdisciplinarios,Reflexión Crítica,Acompañamiento Docente
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e3,Sugerencias,Comunicación entre docentes,Trabajo colaborativo,Control y seguimiento,Continuidad,Mejora de Prácticas
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e4,Retos,Integración Neurociencia,Conciencia Emocional,Gestión Emocional,Formación Docente,Implementación en el aula
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e4,Sugerencias,Seguimiento,Implementación,Neurociencias,Estrategias Pedagógicas,Cultura Transformadora
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e6,Logros,Modelo Pedagógico,Evaluación,Cambio Metodológico,Participación institucional,Desconexiones
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e6,Retos,Planeaciones pertinentes,Seguimiento Docente,Acompañamiento Experiencial,Metas Realistas,Mejoramiento Institucional
125320000618,IED MIGUEL SAMPER AGUDELO,GUADUAS,e6,Sugerencias,Acompañamiento docente,Mejora Continua,Planeaciones de Clase,Evaluación formativa,Estrategias activas
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e1,Logros,Ajuste de Modelo,Alineación del modelo pedagógico,Reflexión sobre Prácticas,Convergencias y divergencias,Modelo pedagógico constructivismo socio crítico
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e1,Retos,Ajustes Documentales,Modelo Pedagógico,Evaluación,Gestión Pedagógica,Reflexión Pedagógica
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e2,Logros,Modelo Pedagógico,Reflexión Pedagógica,Interacciones,Evaluación,Implementación
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e2,Retos,Revisión Documental,Planeación Educativa,Espacios Pedagógicos,Evaluación Educativa,Estrategias de Éxito
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e2,Sugerencias,Reconocimiento del contexto,Articulación Curricular,Evaluación,Mejora Continua,Herramienta de Seguimiento
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e3,Logros,Reflexión Sistemática,Ajustes de la Práctica,Planeación y Evaluación,Fortalecimiento Docente,Evaluación Formativa
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e3,Retos,Falta de tiempo,Planeación,Reflexión Colaborativa,Acompañamiento Docente,Inducción Docente
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e3,Sugerencias,Socialización de Iniciativas,Evaluación Colaborativa,Espacios de Diálogo,Mejora de Prácticas,Reflexión Colaborativa
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e4,Logros,Curiosidad,Reflexión Docente,Práctica Educativa,Aprendizaje,Emociones
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e4,Retos,Planeación,Implementación en el aula,Estrategias Pedagógicas,Neuroeducación,Conciencia Emocional
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e4,Sugerencias,Desarrollo Cognitivo,Seguimiento,Implementación,Buenas Prácticas,Formación Continua
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e6,Logros,Participación institucional,Reflexión,Cambio Metodológico,Actividades Activas,Diseño Curricular
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e6,Retos,Acompañamiento Experiencial,Planeaciones Coherentes,Seguimiento Docente,Mejoramiento Institucional,Formación Diferenciada
225320000884,IED PUERTO BOGOTÁ,GUADUAS,e6,Sugerencias,Análisis de realidad,Planeaciones de Clase,Mejora Continua,Educación contextualizada,Evaluación formativa
225320000574,IED LA PAZ,GUADUAS,e1,Logros,Uso de TIC,Competencias TIC,Inclusión Educativa,Flexibilidad de Aprendizaje,Desarrollo de Habilidades
225320000574,IED LA PAZ,GUADUAS,e1,Retos,Integración Curricular,Competencias,Estrategias de Enseñanza,Evaluación,Articulación TIC
225320000574,IED LA PAZ,GUADUAS,e6,Logros,Reflexión,Modelo Pedagógico,Prácticas de Enseñanza,Evaluación,Desconexiones
225320000574,IED LA PAZ,GUADUAS,e6,Retos,Planeaciones pertinentes,Acompañamiento Experiencial,Lineamientos Institucionales,Propuestas pedagógicas integradas,Contexto rural
225320000574,IED LA PAZ,GUADUAS,e6,Sugerencias,Planeaciones de Clase,Evaluación formativa,Trabajo colaborativo docente,Estrategias activas,Mejora Continua
225322000105,IED EL CARMEN - Guasca,GUASCA,e5,Logros,Coherencia en Planeaciones,Modelo Pedagógico,Acompañamiento Docente,Cambio de Prácticas,Experiencias Significativas
225322000105,IED EL CARMEN - Guasca,GUASCA,e5,Retos,Modelo Pedagógico,Capacitación Docente,Trabajo Colectivo,Comunicación Asertiva,Aprendizaje de Estudiantes
225322000105,IED EL CARMEN - Guasca,GUASCA,e5,Sugerencias,Capacitación Docente,Modelo Pedagógico,Participación Comunitaria,Articulación del PEI,Necesidades del Entorno
225324000064,IED BUSCAVIDA,GUATAQUÍ,e5,Logros,Modelo Pedagógico,PEI,Estrategias Activas,Proyecto de Vida,Acompañamiento Docente
225324000064,IED BUSCAVIDA,GUATAQUÍ,e5,Retos,Trabajo Reflexivo,Integración Familiar,Aprendizaje Significativo,Evaluación de Impacto,Desconexión Proyectos Transversales
225324000064,IED BUSCAVIDA,GUATAQUÍ,e5,Sugerencias,Modelo Pedagógico,Desarrollo Socioemocional,Seguridad Estudiantil,Proyecto de Vida,Calidad de Vida
225324000064,IED BUSCAVIDA,GUATAQUÍ,e6,Logros,Modelo Pedagógico,Espacios de Discusión,Evaluación,Clima escolar,Participación institucional
225324000064,IED BUSCAVIDA,GUATAQUÍ,e6,Retos,Resistencia al cambio,Acompañamiento Experiencial,Modelo Magistral,Planeaciones pertinentes,Evaluación Calificativa
225324000064,IED BUSCAVIDA,GUATAQUÍ,e6,Sugerencias,Acompañamiento docente,Formación continua,Mejora Continua,Recursos accesibles,Comunicación abierta
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e5,Logros,Reflexión Directiva,Modelo Pedagógico,Oportunidades de Mejora,Sentido de Pertenencia,Horizonte Institucional
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e5,Retos,Evaluación de Impacto,Trabajo Reflexivo,Integración Familiar,Desconocimiento del PEI,Competencias Lingüísticas
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e5,Sugerencias,Diseño de Pruebas,Estrategias de Enseñanza,Mortalidad Académica,Trabajo en Equipo,Tecnificación de Salas
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e6,Logros,Reflexión,Modelo Pedagógico,Habilidades Socioemocionales,Evaluación,Participación institucional
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e6,Retos,Participación Familiar,Motivación,Tecnología educativa,Acompañamiento Experiencial,Enfoque Humanista
125324000094,IED NICOLAS DE FEDERMAN,GUATAQUÍ,e6,Sugerencias,Estrategias de formación activa,Acompañamiento docente,Mejora Continua,Trabajo colaborativo docente,Evaluación formativa
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e5,Logros,Modelo Pedagógico,PEI,Coherencia en Planeaciones,Comunicación Asertiva,Acompañamiento Docente
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e5,Retos,Prácticas Evaluativas,Calidad Educativa,Fortalecimiento,Consensos,Aula
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e5,Sugerencias,Modelo Pedagógico,Currículo,Participación Comunitaria,Implementación del PEI,Sentido de Pertenencia
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e6,Logros,Modelo Pedagógico,Acompañamiento,Trabajo Colaborativo,Necesidades Estudiantiles,Análisis Inicial
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e6,Retos,Modelo Magistral,Motivación,Planeaciones Coherentes,Acompañamiento Experiencial,Recursos Limitados
225326000096,IERD JOSE GREGORIO SALAS,GUATAVITA,e6,Sugerencias,Capacitación docente,Participación familiar,Apoyo externo,,
125326000121,IED PIO XII,GUATAVITA,e5,Logros,Identificación de necesidades,Prácticas pedagógicas,Realidad institucional,Transformación educativa,Modelo pedagógico
125326000121,IED PIO XII,GUATAVITA,e5,Retos,Trabajo Reflexivo,Estrategias Activas,Implementación del Modelo,Evaluación de Impacto,Integración Familiar
125326000121,IED PIO XII,GUATAVITA,e5,Sugerencias,Modelo Pedagógico,Ajustes Documentales,Comunicación de Objetivos,Diagnóstico de necesidades,Estrategias de Enseñanza
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e5,Logros,Reflexión Directiva,Implementación Pedagógica,Acompañamiento Docente,Trabajo en equipo,Proyección de Vida
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e5,Retos,Integración Familiar,Estrategias Activas,Desconexión Proyectos Transversales,Trabajo Reflexivo,Evaluación de Impacto
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e5,Sugerencias,Revisión Manual de Convivencia,Capacitación Docente,Estrategias de Enseñanza,Integración Comunitaria,Adaptación curricular
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e6,Logros,Ciudadanía,Habilidades Socioemocionales,Evaluación,Participación institucional,Formación Continua
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e6,Retos,Evaluación Calificativa,Modelo Magistral,Propuestas pedagógicas integradas,Acompañamiento Experiencial,Trabajo colaborativo
125328000153,IED MARCO FIDEL SUAREZ,GUAYABAL DE SIQUIMA,e6,Sugerencias,Mejora Continua,Acompañamiento docente,Educación contextualizada,Estrategias de formación activa,Análisis de realidad
225328000051,IED EL TRIGO,GUAYABAL DE SIQUIMA,e5,Logros,Implementación Pedagógica,Planificación Educativa,Evaluación por Competencias,Metodologías Innovadoras,Acompañamiento Docente
225328000051,IED EL TRIGO,GUAYABAL DE SIQUIMA,e5,Retos,Coordinación y Comunicación,Capacitación Docente,Adaptación al Proceso de Formación,Recursos Limitados,
225328000051,IED EL TRIGO,GUAYABAL DE SIQUIMA,e5,Sugerencias,Modelo Pedagógico,Metas de Gestión,Aprendizaje Significativo,Estrategias de Enseñanza,Adaptación curricular
125339000261,IED GUTIERREZ,GUTIÉRREZ,e5,Logros,Modelo Pedagógico,Implementación Pedagógica,Estrategias Activas,Acompañamiento Docente,Ajuste Documental
125339000261,IED GUTIERREZ,GUTIÉRREZ,e5,Retos,Ajustes Documentales,Currículo Agrícola,Modelo Pedagógico,Evaluación de Impacto,Organización Curricular
125339000261,IED GUTIERREZ,GUTIÉRREZ,e5,Sugerencias,Modelo Pedagógico,Diagnóstico de necesidades,Ajustes Documentales,Estrategias de Enseñanza,Ruralidad
125339000261,IED GUTIERREZ,GUTIÉRREZ,e6,Logros,Modelo Pedagógico,Estándares Académicos,Evaluación,Cambio Metodológico,Plan de Mejoramiento
125339000261,IED GUTIERREZ,GUTIÉRREZ,e6,Retos,Modelo Magistral,Lineamientos Institucionales,Evaluación Calificativa,Mejoramiento Institucional,Planeaciones pertinentes
125339000261,IED GUTIERREZ,GUTIÉRREZ,e6,Sugerencias,Planeaciones de Clase,Mejora Continua,Estrategias de formación activa,Acompañamiento docente,Vocación docente
125368000164,IED NACIONALIZADO,JERUSALÉN,e5,Logros,Reflexión Directiva,Implementación Pedagógica,Cambio de Prácticas,Estrategias Activas,Objetivos Educativos
125368000164,IED NACIONALIZADO,JERUSALÉN,e5,Retos,Integración Familiar,Trabajo Reflexivo,Desconocimiento del PEI,Sentido de Pertenencia,Misión y Visión
125368000164,IED NACIONALIZADO,JERUSALÉN,e5,Sugerencias,Calidad educativa,Aprendizaje Significativo,Capacitación Docente,Estrategias de Enseñanza,Participación Comunitaria
125368000164,IED NACIONALIZADO,JERUSALÉN,e6,Logros,Modelo Pedagógico,Reflexión,Diseño Curricular,Estándares Académicos,Calidad de la Educación
